state,location,year,plot,n_rate_fall,n_rate_spring,n_soil_base,tiller_eff_30,biomass_30,ndvi_30,shoot_n_kg_ha_30,n_eff_30,shoot_c_kg_ha_30,cn_ratio_30,biomass_60,shoot_n_60,shoot_n_kg_ha_60,shoot_c_60,shoot_c_kg_ha_60,cn_ratio_60
NC,Kinston,2012,412,30,0,97.7,2.283,1631.644,0.529,32.796,0.257,658.368,20.075,9680.118,0.6,58.081,42.79,4142.122,71.317
NC,Kinston,2012,413,0,0,97.7,2.362,1619.833,0.592,30.291,0.31,652.307,21.535,11200.787,0.57,63.844,42.79,4792.817,75.07
NC,Kinston,2012,414,0,30,97.7,3.089,2085.384,0.624,50.466,0.395,814.134,16.132,8654.035,0.62,53.655,43.76,3787.006,70.581
NC,Kinston,2012,415,0,60,97.7,2.84,1781.25,0.704,54.506,0.346,746.7,13.699,12034.941,0.62,74.617,43.86,5278.525,70.742
NC,Salisbury,2012,101,0,0,177.3,1.378,1143.57,0.283,20.356,0.115,471.265,23.152,6624.672,0.65,43.06,43.04,2851.259,66.215
NC,Salisbury,2012,102,0,30,177.3,1.879,1968.504,0.288,47.244,0.228,810.63,17.158,7661.417,0.55,42.138,44.08,3377.153,80.145
NC,Salisbury,2012,103,0,60,177.3,2.372,2051.706,0.335,54.165,0.228,867.461,16.015,9881.89,0.44,43.48,44.49,4396.453,101.114
NC,Salisbury,2012,104,60,60,177.3,3.139,3270.341,0.341,102.035,0.343,1351.632,13.247,9664.042,1.1,106.304,43.5,4203.858,39.545
NC,Salisbury,2012,105,60,30,177.3,2.49,3423.097,0.338,84.208,0.315,1484.597,17.63,11320.21,0.55,62.261,44.01,4982.024,80.018
NC,Salisbury,2012,106,60,0,177.3,1.517,2401.312,0.313,38.421,0.162,1050.094,27.331,9181.102,0.49,44.987,43.63,4005.715,89.041
NC,Salisbury,2012,107,150,30,177.3,2.596,4468.504,0.36,113.5,0.318,1939.331,17.087,9047.736,1.12,101.335,44.61,4036.195,39.83
NC,Salisbury,2012,108,150,0,177.3,2.061,4060.105,0.345,80.39,0.246,1764.522,21.949,11107.612,1.06,117.741,44.92,4989.539,42.377
NC,Salisbury,2012,109,150,60,177.3,3.017,5117.848,0.349,137.158,0.354,2193.51,15.993,10175.853,0.96,97.688,45.01,4580.151,46.885
NC,Salisbury,2012,110,30,0,177.3,2.052,3882.152,0.312,69.102,0.333,1703.1,24.646,10923.885,0.5,54.619,43.22,4721.303,86.44
NC,Salisbury,2012,111,30,60,177.3,2.853,2862.467,0.343,85.588,0.32,1224.563,14.308,9784.777,1.13,110.568,43.86,4291.603,38.814
NC,Salisbury,2012,112,30,30,177.3,2.684,2743.045,0.317,57.878,0.244,1161.405,20.066,7653.543,0.46,35.206,44.5,3405.827,96.739
NC,Salisbury,2012,113,90,30,177.3,2.385,4654.331,0.34,101.464,0.341,2021.376,19.922,13994.751,0.69,96.564,44.43,6217.868,64.391
NC,Salisbury,2012,114,90,60,177.3,3.118,4281.102,0.343,122.44,0.374,1828.459,14.934,9569.554,1.02,97.609,44.58,4266.107,43.706
NC,Salisbury,2012,115,90,0,177.3,1.989,3745.144,0.342,72.281,0.27,1632.883,22.591,16519.685,0.66,109.03,43.03,7108.42,65.197
NC,Salisbury,2012,201,150,30,177.3,2.465,5153.543,0.32,117.501,0.329,2217.054,18.868,10965.879,0.83,91.017,44.42,4871.043,53.518
NC,Salisbury,2012,202,150,60,177.3,3.08,5677.953,0.342,157.847,0.408,2422.783,15.349,8543.307,1.36,116.189,44.58,3808.606,32.779
NC,Salisbury,2012,203,150,0,177.3,2.52,5086.877,0.312,101.738,0.311,2205.161,21.675,11511.811,0.86,99.002,44.07,5073.255,51.244
NC,Salisbury,2012,204,30,60,177.3,2.195,3648.556,0.341,85.741,0.321,1589.311,18.536,10055.118,0.6,60.331,43.53,4376.993,72.55
NC,Salisbury,2012,205,30,0,177.3,1.138,2289.764,0.334,37.094,0.179,978.874,26.389,9288.714,0.57,52.946,43.08,4001.578,75.579
NC,Salisbury,2012,206,30,30,177.3,2.2,3370.866,0.334,80.901,0.341,1459.248,18.038,13708.661,0.46,63.06,43.97,6027.698,95.587
NC,Salisbury,2012,207,0,30,177.3,2.01,2622.572,0.323,66.089,0.319,1118.789,16.929,10312.336,0.86,88.686,43.58,4494.116,50.674
NC,Salisbury,2012,208,0,60,177.3,2.587,3123.622,0.354,83.088,0.35,1333.787,16.053,10238.845,0.72,73.72,44.36,4541.952,61.611
NC,Salisbury,2012,209,0,0,177.3,1.732,1882.415,0.309,33.319,0.188,819.98,24.61,8574.803,0.47,40.302,43.36,3718.035,92.255
NC,Salisbury,2012,210,60,60,177.3,2.63,4382.677,0.358,121.4,0.408,1870.527,15.408,8141.732,0.84,68.391,44.26,3603.531,52.69
NC,Salisbury,2012,211,60,30,177.3,2.309,4210.499,0.353,96.42,0.361,1805.883,18.729,9719.16,0.73,70.95,43.52,4229.778,59.616
NC,Salisbury,2012,212,60,0,177.3,2.023,4304.462,0.332,79.202,0.334,1888.798,23.848,11855.643,0.4,47.423,43.56,5164.318,108.9
NC,Salisbury,2012,213,90,0,177.3,2.191,3961.417,0.325,78.436,0.293,1724.801,21.99,12834.646,0.43,55.189,43.58,5593.339,101.349
NC,Salisbury,2012,214,90,30,177.3,2.158,3718.373,0.35,87.01,0.293,1591.464,18.291,10467.192,0.99,103.625,43.57,4560.556,44.01
NC,Salisbury,2012,215,90,60,177.3,3.165,4919.16,0.369,142.164,0.434,2099.006,14.765,9992.126,1.36,135.893,43.89,4385.544,32.272
NC,Salisbury,2012,301,0,30,177.3,2.166,1930.184,0.334,45.938,0.222,787.708,17.147,7776.903,0.77,59.882,43.09,3351.068,55.961
NC,Salisbury,2012,302,0,60,177.3,2.187,1996.325,0.348,58.892,0.248,859.418,14.593,11695.538,0.67,78.36,43.94,5139.019,65.582
NC,Salisbury,2012,303,0,0,177.3,1.5,1632.546,0.304,30.855,0.174,704.77,22.841,6104.987,0.81,49.45,43.35,2646.512,53.519
NC,Salisbury,2012,304,60,60,177.3,3.375,4427.297,0.347,113.782,0.383,1891.341,16.623,10606.299,0.75,79.547,44.47,4716.621,59.293
NC,Salisbury,2012,305,60,0,177.3,1.926,2681.89,0.323,47.201,0.199,1171.181,24.813,10270.341,0.44,45.19,43.57,4474.788,99.023
NC,Salisbury,2012,306,60,30,177.3,2.621,3651.706,0.338,76.686,0.287,1574.25,20.529,9349.081,0.57,53.29,44.01,4114.531,77.211
NC,Salisbury,2012,307,150,0,177.3,2.014,5107.612,0.344,98.577,0.301,2201.381,22.332,14755.906,0.8,118.047,43.71,6449.807,54.638
NC,Salisbury,2012,308,150,60,177.3,3.114,5203.937,0.354,137.904,0.356,2240.295,16.245,13950.131,0.89,124.156,44.62,6224.548,50.135
NC,Salisbury,2012,309,150,30,177.3,2.516,4467.979,0.339,110.359,0.309,1935.975,17.543,4724.409,1.03,48.661,45.12,2131.653,43.806
NC,Salisbury,2012,310,30,30,177.3,2.398,3570.341,0.335,73.549,0.31,1548.457,21.053,11650.919,0.64,74.566,43.59,5078.636,68.109
NC,Salisbury,2012,311,30,0,177.3,2.233,3255.118,0.332,55.011,0.265,1429.322,25.982,7057.743,0.62,43.758,42.88,3026.36,69.161
NC,Salisbury,2012,312,30,60,177.3,2.798,2986.089,0.351,87.194,0.326,1284.914,14.736,10632.546,0.64,68.048,43.42,4616.651,67.844
NC,Salisbury,2012,313,90,60,177.3,3.047,4882.677,0.363,118.649,0.363,2081.973,17.547,12123.36,1.21,146.693,43.63,5289.422,36.058
NC,Salisbury,2012,314,90,0,177.3,1.808,3202.625,0.339,47.719,0.179,1402.109,29.383,10039.37,0.62,62.244,43.1,4326.968,69.516
NC,Salisbury,2012,315,90,30,177.3,2.785,3881.365,0.338,93.541,0.315,1652.685,17.668,11496.063,0.65,74.724,44.46,5111.15,68.4
NC,Salisbury,2012,401,150,30,177.3,2.785,4351.444,0.356,114.878,0.322,1883.305,16.394,7637.795,1.19,90.89,45.17,3449.992,37.958
NC,Salisbury,2012,402,150,60,177.3,3.236,5785.564,0.398,183.402,0.474,2476.8,13.505,5564.304,1.34,74.562,44.67,2485.575,33.336
NC,Salisbury,2012,403,150,0,177.3,2.36,4312.598,0.359,100.915,0.308,1889.349,18.722,7692.913,0.98,75.391,44.5,3423.346,45.408
NC,Salisbury,2012,404,90,0,177.3,2.617,4311.024,0.344,95.705,0.358,1805.457,18.865,10774.278,0.81,87.272,43.25,4659.875,53.395
NC,Salisbury,2012,405,90,30,177.3,2.912,4534.908,0.353,109.291,0.368,1940.941,17.759,6724.409,1.41,94.814,44.43,2987.655,31.511
NC,Salisbury,2012,406,90,60,177.3,2.044,3449.869,0.353,70.032,0.214,1494.483,21.34,9900.262,0.57,56.431,44.4,4395.716,77.895
NC,Salisbury,2012,407,60,60,177.3,2.971,3781.89,0.361,101.355,0.341,1632.642,16.108,8464.567,0.9,76.181,44.28,3748.11,49.2
NC,Salisbury,2012,408,60,0,177.3,2.28,3738.32,0.34,63.551,0.268,1634.02,25.712,12167.979,0.64,77.875,43.18,5254.133,67.469
NC,Salisbury,2012,409,60,30,177.3,2.722,4100,0.343,86.92,0.325,1763.82,20.292,7653.543,0.91,69.647,43.92,3361.436,48.264
NC,Salisbury,2012,410,30,30,177.3,2.482,2910.236,0.35,63.734,0.269,1238.305,19.429,9456.693,0.57,53.903,43.74,4136.358,76.737
NC,Salisbury,2012,411,30,60,177.3,2.878,2941.47,0.36,68.536,0.256,1259.832,18.382,10246.719,0.53,54.308,43.96,4504.458,82.943
NC,Salisbury,2012,412,30,0,177.3,1.846,2372.703,0.327,38.201,0.184,1033.075,27.043,10703.412,0.56,59.939,43.08,4611.03,76.929
NC,Salisbury,2012,413,0,0,177.3,1.584,1564.567,0.28,24.72,0.139,642.724,26,5254.593,0.4,21.018,43.31,2275.764,108.275
NC,Salisbury,2012,414,0,30,177.3,2.406,1693.701,0.321,36.584,0.176,722.363,19.745,7446.194,0.48,35.742,44.16,3288.239,92
NC,Salisbury,2012,415,0,60,177.3,2.701,2298.688,0.358,69.65,0.294,980.39,14.076,9708.661,0.42,40.776,44.35,4305.791,105.595
PA,Larson,2012,101,0,0,53.1,1.109,3530.74,0.611,56.492,1.064,1501.977,26.588,7281.912,0.71,51.702,45.29,3297.978,63.789
PA,Larson,2012,102,0,30,53.1,1.451,2886.696,0.666,73.033,0.879,1245.032,17.047,7954.708,0.98,77.956,45.37,3609.051,46.296
PA,Larson,2012,103,0,60,53.1,2.283,3576.743,0.722,118.033,1.044,1492.575,12.645,6254.509,1.63,101.948,44.7,2795.766,27.423
PA,Larson,2012,104,30,0,53.1,1.275,5290.36,0.523,68.246,0.821,1961.665,28.744,6933.055,0.68,47.145,45.17,3131.661,66.426
PA,Larson,2012,105,30,30,53.1,1.423,3070.709,0.683,80.453,0.711,1320.405,16.412,7605.851,1.22,92.791,45.47,3458.38,37.27
PA,Larson,2012,106,30,60,53.1,2.292,4600.313,0.683,139.389,0.974,1802.863,12.934,7588.6,1.79,135.836,45.12,3423.976,25.207
PA,Larson,2012,107,60,0,53.1,1.571,6779.711,0.604,121.357,1.073,2924.767,24.101,10458.045,0.72,75.298,45.21,4728.082,62.792
PA,Larson,2012,108,60,30,53.1,1.719,6377.184,0.675,153.69,1.074,2802.772,18.237,7074.898,1.14,80.654,45.51,3219.786,39.921
PA,Larson,2012,109,60,60,53.1,2.837,7153.487,0.72,219.612,1.269,2972.989,13.537,9516.898,1.48,140.85,45.45,4325.43,30.709
PA,Larson,2012,110,90,0,53.1,1.885,8343.818,0.605,144.348,1.009,3289.967,22.792,8709.926,0.9,78.389,45.22,3938.629,50.244
PA,Larson,2012,111,90,30,53.1,1.534,3950.519,0.704,99.158,0.573,1725.192,17.398,9583.986,1.15,110.216,45.39,4350.171,39.47
PA,Larson,2012,112,90,60,53.1,2.532,7699.774,0.738,223.293,1.099,3079.91,13.793,10090.02,1.63,164.467,45.24,4564.725,27.755
PA,Larson,2012,113,150,0,53.1,1.673,7354.751,0.481,133.121,0.655,3170.633,23.818,9520.731,0.89,84.735,45.39,4321.46,51
PA,Larson,2012,114,150,30,53.1,1.802,5635.383,0.723,139.194,0.597,2462.662,17.692,8527.83,1.48,126.212,45.39,3870.782,30.669
PA,Larson,2012,115,150,60,53.1,2.578,10028.682,0.747,303.869,1.155,3910.183,12.868,9495.813,1.66,157.63,44.89,4262.67,27.042
PA,Larson,2012,201,150,30,53.1,1.553,4525.558,0.731,140.292,0.602,2005.275,14.294,9097.119,1.18,107.346,45.19,4110.988,38.297
PA,Larson,2012,202,30,0,53.1,1.608,4404.8,0.604,64.31,0.774,1881.731,29.26,6733.708,0.6,40.402,45.18,3042.289,75.3
PA,Larson,2012,203,90,60,53.1,1.7,4818.828,0.725,144.083,0.709,2072.578,14.385,8548.915,1.65,141.057,45.34,3876.078,27.479
PA,Larson,2012,204,30,30,53.1,1.663,3686.001,0.694,100.996,0.893,1603.41,15.876,9070.284,1.1,99.773,45.41,4118.816,41.282
PA,Larson,2012,205,60,0,53.1,1.839,7619.269,0.482,129.528,1.145,3305.239,25.518,9528.398,0.81,77.18,45.33,4319.223,55.963
PA,Larson,2012,206,150,60,53.1,1.645,5353.614,0.738,179.346,0.682,2338.994,13.042,8246.061,1.7,140.183,45.3,3735.466,26.647
PA,Larson,2012,207,90,30,53.1,1.322,2627.929,0.706,78.049,0.451,1132.637,14.512,6461.523,1.2,77.538,45.28,2925.778,37.733
PA,Larson,2012,208,0,0,53.1,1.506,4243.789,0.372,66.627,1.255,1791.728,26.892,6473.024,0.74,47.9,44.94,2908.977,60.73
PA,Larson,2012,209,30,60,53.1,1.922,3317.976,0.723,119.779,0.837,1435.025,11.981,9275.381,1.45,134.493,45.21,4193.4,31.179
PA,Larson,2012,210,60,30,53.1,2.033,4922.335,0.686,121.582,0.85,2126.941,17.494,8644.755,1.12,96.821,45.39,3923.854,40.527
PA,Larson,2012,211,150,0,53.1,1.839,6118.416,0.58,116.862,0.575,2644.991,22.634,7090.233,1.23,87.21,45.18,3203.367,36.732
PA,Larson,2012,212,60,60,53.1,2.098,4795.826,0.735,164.497,0.95,2079.95,12.644,8767.43,1.33,116.607,45.23,3965.509,34.008
PA,Larson,2012,213,0,30,53.1,1.451,2024.138,0.649,58.498,0.704,876.857,14.99,8039.047,1.06,85.214,45.4,3649.727,42.83
PA,Larson,2012,214,90,0,53.1,1.22,4312.793,0.48,79.355,0.555,1846.738,23.272,7508.094,0.7,52.557,45.22,3395.16,64.6
PA,Larson,2012,215,0,60,53.1,1.904,3220.219,0.713,108.199,0.957,1388.88,12.836,7649.937,1.16,88.739,44.9,3434.822,38.707
PA,Larson,2012,301,0,0,53.1,0.841,1748.119,0.437,31.641,0.596,749.419,23.685,4972.172,0.63,31.325,45.28,2251.399,71.873
PA,Larson,2012,302,90,30,53.1,1.682,6526.694,0.719,148.809,0.86,2821.49,18.961,9856.171,1.19,117.288,45.1,4445.133,37.899
PA,Larson,2012,303,150,60,53.1,1.599,4853.33,0.74,168.896,0.642,2048.591,12.129,8704.176,1.72,149.712,45.09,3924.713,26.215
PA,Larson,2012,304,60,0,53.1,1.201,3513.489,0.659,61.486,0.544,1524.854,24.8,8997.446,0.73,65.681,45.27,4073.144,62.014
PA,Larson,2012,305,150,30,53.1,1.959,6848.716,0.735,197.243,0.846,2968.918,15.052,8721.427,1.52,132.566,45.19,3941.213,29.73
PA,Larson,2012,306,60,60,53.1,2.089,6929.222,0.729,211.341,1.221,2936.604,13.895,7494.677,1.38,103.427,45.26,3392.091,32.797
PA,Larson,2012,307,90,0,53.1,1.59,5342.114,0.602,92.419,0.646,2315.272,25.052,10166.692,0.79,80.317,45.17,4592.295,57.177
PA,Larson,2012,308,0,30,53.1,1.405,3070.709,0.661,82.602,0.994,1328.696,16.086,8318.899,1.01,84.021,45.4,3776.78,44.95
PA,Larson,2012,309,30,60,53.1,2.292,4318.544,0.721,142.08,0.993,1848.769,13.012,8721.427,1.34,116.867,45.16,3938.596,33.701
PA,Larson,2012,310,30,0,53.1,0.98,3490.488,0.504,57.244,0.689,1500.561,26.213,6829.548,0.73,49.856,45.21,3087.639,61.932
PA,Larson,2012,311,30,30,53.1,1.663,4065.527,0.645,92.287,0.816,1746.144,18.921,5533.793,1.14,63.085,45.47,2516.216,39.886
PA,Larson,2012,312,0,60,53.1,1.728,2639.43,0.724,91.588,0.81,1119.646,12.225,6668.537,1.4,93.36,45.35,3024.182,32.393
PA,Larson,2012,313,150,0,53.1,1.848,6814.214,0.504,119.93,0.59,2936.926,24.489,10318.119,0.88,90.799,45.52,4696.808,51.727
PA,Larson,2012,314,60,30,53.1,2.005,3553.742,0.624,93.463,0.653,1511.762,16.175,9106.703,0.84,76.496,45.67,4159.031,54.369
PA,Larson,2012,315,90,60,53.1,2.514,6865.967,0.711,221.771,1.092,2981.889,13.446,9062.617,1.53,138.658,45.16,4092.678,29.516
PA,Larson,2012,401,150,30,53.1,2.449,6584.198,0.727,158.021,0.678,2746.927,17.383,7320.248,1.01,73.935,45.56,3335.105,45.109
PA,Larson,2012,402,30,0,53.1,1.1,3001.704,0.611,49.528,0.596,1271.222,25.667,5738.891,0.64,36.729,45.41,2606.03,70.953
PA,Larson,2012,403,90,60,53.1,2.551,8021.796,0.727,237.445,1.169,3418.889,14.399,9286.882,1.47,136.517,45.56,4231.103,30.993
PA,Larson,2012,404,60,30,53.1,2.135,4157.533,0.653,100.197,0.7,1755.726,17.523,6584.198,0.87,57.283,45.35,2985.934,52.126
PA,Larson,2012,405,90,0,53.1,1.673,4554.31,0.683,75.602,0.528,1979.303,26.181,8180.89,0.67,54.812,45.23,3700.217,67.507
PA,Larson,2012,406,0,60,53.1,1.691,2673.932,0.676,97.064,0.858,1122.517,11.565,6072.413,1.35,81.978,45.35,2753.839,33.593
PA,Larson,2012,407,0,30,53.1,1.885,2754.437,0.568,63.352,0.762,1091.308,17.226,6312.013,0.91,57.439,45.44,2868.179,49.934
PA,Larson,2012,408,0,0,53.1,1.146,2282.905,0.484,37.668,0.709,970.006,25.752,3528.823,0.82,28.936,45.27,1597.498,55.207
PA,Larson,2012,409,60,60,53.1,2.523,5514.625,0.714,175.365,1.013,2365.774,13.491,8803.849,1.11,97.723,45.32,3989.904,40.829
PA,Larson,2012,410,90,30,53.1,1.895,3697.502,0.683,98.354,0.568,1550.363,15.763,1063.822,1.1,11.702,45.48,483.826,41.345
PA,Larson,2012,411,60,0,53.1,1.091,2029.888,0.579,37.35,0.33,881.783,23.609,7370.085,0.64,47.169,45.21,3332.015,70.641
PA,Larson,2012,412,150,60,53.1,2.255,6986.725,0.735,215.89,0.821,3066.474,14.204,7258.911,1.46,105.98,45.44,3298.449,31.123
PA,Larson,2012,413,30,30,53.1,1.765,3824.01,0.597,84.511,0.747,1615.644,19.118,7320.248,0.96,70.274,45.75,3349.013,47.656
PA,Larson,2012,414,150,0,53.1,1.081,3628.497,0.51,64.224,0.316,1588.193,24.729,9085.618,0.69,62.691,45.38,4123.053,65.768
PA,Larson,2012,415,30,60,53.1,2.005,3277.723,0.713,96.693,0.676,1391.721,14.393,7805.198,1.35,105.37,45.32,3537.316,33.57
